gene,snp
BTF3P4,rs6871667
RP11-63P12.7,rs6871667
RP11-63P12.2,rs6871667
RNA5SP285,rs6871667
RP11-63P12.6,rs6871667
RP11-217F16.1,rs6871667
RP11-313E4.1,rs6871667
ABHD17B,rs6871667
C9orf85,rs6871667
C9orf57,rs6871667
GDA,rs6871667
ZFAND5,rs6871667
TMC1,rs6871667
RP11-665J16.1,rs6872314
RP11-60L3.2,rs6872314
CTD-2311M21.2,rs6872314
CTD-2311M21.3,rs6872314
UBL7-AS1,rs6872314
RP11-10O17.1,rs6872314
RP11-10O17.3,rs6872314
CTD-3154N5.1,rs6872314
RP11-414J4.2,rs6872314
STRA6,rs6872314
CCDC33,rs6872314
CYP11A1,rs6872314
SEMA7A,rs6872314
UBL7,rs6872314
ARID3B,rs6872314
CLK3,rs6872314
EDC3,rs6872314
CYP1A1,rs6872314
CYP1A2,rs6872314
CSK,rs6872314
LMAN1L,rs6872314
CPLX3,rs6872314
KLF12,rs6872586
AC139085.2,rs6878990
RNU6-346P,rs6878990
RPL26P35,rs6878990
RP11-162A12.3,rs6878990
RP11-862L9.3,rs6878990
RP11-751H17.1,rs6878990
RP11-176N18.2,rs6878990
RP11-162A12.2,rs6878990
ZNF236,rs6878990
MBP,rs6878990
GALR1,rs6878990
KLF12,rs6879894
MYO16-AS2,rs688386
MYO16-AS1,rs688386
LINC00370,rs688386
MYO16,rs688386
DNM1P33,rs6885887
RN7SL429P,rs6885887
RP11-247C2.1,rs6885887
RP11-665J16.1,rs6885887
RP11-60L3.1,rs6885887
RP11-60L3.2,rs6885887
CTD-2311M21.2,rs6885887
CTD-2311M21.3,rs6885887
STOML1,rs6885887
PML,rs6885887
GOLGA6A,rs6885887
ISLR2,rs6885887
RP11-247C2.2,rs6885887
ISLR,rs6885887
STRA6,rs6885887
CCDC33,rs6885887
RPL35AP21,rs6889166
TMEM2,rs6889166
RP11-409O11.3,rs6889429
AL138751.1,rs6889429
TMEM2,rs6889429
ABHD17B,rs6889429
C9orf85,rs6889429
DNM1P33,rs6890143
RN7SL429P,rs6890143
RP11-247C2.1,rs6890143
RP11-665J16.1,rs6890143
RP11-60L3.1,rs6890143
RP11-60L3.2,rs6890143
CTD-2311M21.2,rs6890143
CTD-2311M21.3,rs6890143
STOML1,rs6890143
PML,rs6890143
GOLGA6A,rs6890143
ISLR2,rs6890143
RP11-247C2.2,rs6890143
ISLR,rs6890143
STRA6,rs6890143
CCDC33,rs6890143
LINC00402,rs6892146
RNY1P5,rs6892146
RPL21P108,rs6892146
LINC00381,rs6892146
LINC00347,rs6892146
KLF12,rs6892146
AL355390.1,rs6892146
KLF12,rs6896474
TUBA3C,rs6909
RP11-408E5.4,rs6909
LINC00418,rs6909
GXYLT1P1,rs6909
CYP4F34P,rs6909
SNX18P26,rs6909
LINC00328-2P,rs6909
ANKRD20A9P,rs6909
RHOT1P3,rs6909
RP11-38M15.11,rs6909
RNU6-55P,rs6909
RNU6-76P,rs6909
SNX19P2,rs6909
LINC00408,rs6909
RP11-442J17.3,rs6909
PHF2P2,rs6909
LINC00442,rs6909
USP24P1,rs6909
GTF2IP3,rs6909
RP11-301J16.7,rs6909
RNA5SP24,rs6909
CENPIP1,rs6909
RNU6-52P,rs6909
RP11-408E5.6,rs6909
SMPD4P2,rs6909
PSPC1P1,rs6909
RP11-408E5.5,rs6909
RP11-168K11.2,rs6909746
RP11-168K11.3,rs6909746
RP11-18B16.2,rs6909746
RP11-18B16.1,rs6909746
AL157702.1,rs6909746
RP11-534I8.1,rs6909746
RGS3,rs6909746
ZNF618,rs6909746
RP4-553F4.2,rs6913309
RPL31P2,rs6913309
RP4-553F4.6,rs6913309
NECAB3,rs6913309
E2F1,rs6913309
PXMP4,rs6913309
ZNF341,rs6913309
CHMP4B,rs6913309
TMEM241,rs693
RIOK3,rs693
C18orf8,rs693
NPC1,rs693
ANKRD29,rs693
LAMA3,rs693
RPS10P27,rs693
RPL23AP77,rs693
ACO1,rs6930777
DDX58,rs6930777
TOPORS,rs6930777
NDUFB6,rs6930777
GVQW1,rs6930777
TAF1L,rs6930777
TMEM215,rs6930777
SLC25A5P8,rs6930777
AL353671.2,rs6930777
AL353671.1,rs6930777
TOPORS-AS1,rs6930777
AL353671.3,rs6930777
AL353671.4,rs6930777
RP11-205M20.7,rs6930777
AL589642.1,rs6930777
RP11-555J4.4,rs6930777
RP11-555J4.3,rs6930777
RP11-555J4.2,rs6930777
AL157884.1,rs6930777
RP11-410N8.3,rs6932730
RP11-410N8.1,rs6932730
C20orf203,rs6932730
BAK1P1,rs6932730
RP5-1085F17.4,rs6932730
RP5-1085F17.3,rs6932730
C20orf112,rs6932730
RP11-410N8.4,rs6932730
COMMD7,rs6932730
DNMT3B,rs6932730
MAPRE1,rs6932730
EFCAB8,rs6932730
PLCB4,rs6984305
AC139085.2,rs698912
RNU6-346P,rs698912
RPL26P35,rs698912
RP11-162A12.3,rs698912
RP11-862L9.3,rs698912
RP11-751H17.1,rs698912
RP11-176N18.2,rs698912
RP11-162A12.2,rs698912
ZNF236,rs698912
MBP,rs698912
GALR1,rs698912
DENND1A,rs6989280
RP11-417B4.2,rs6989280
RP11-417B4.3,rs6989280
PIGFP2,rs6989280
PLCB4,rs7002551
LCN1P1,rs7030248
ABO,rs7030248
RP11-430N14.4,rs7030248
LCN1P2,rs7030248
RP11-244N20.7,rs7030248
SNORD24,rs7030248
SNORD36B,rs7030248
SNORD36A,rs7030248
SNORD36C,rs7030248
RALGDS,rs7030248
GBGT1,rs7030248
OBP2B,rs7030248
RPL7A,rs7030248
SURF2,rs7030248
C9orf96,rs7030248
RNU2-47P,rs709157
LINC00284,rs710887
DGKZP1,rs710887
LINC00390,rs710887
SMIM2-AS1,rs710887
SMIM2-IT1,rs710887
CCDC122,rs710887
SMIM2,rs710887
RP11-27G24.1,rs711752
RP11-27G24.3,rs711752
RAX,rs711752
CPLX4,rs711752
LMAN1,rs711752
PLCB4,rs713286
LINC00330,rs71352239
IFT88,rs71391776
IL17D,rs71391776
N6AMT2,rs71391776
XPO4,rs71391776
AL161772.1,rs71391776
AL512652.1,rs71391776
RANP8,rs71391776
RPSAP54,rs71391776
IGHD5OR15-5B,rs71396208
IGHD4OR15-4B,rs71396208
IGHD3OR15-3B,rs71396208
IGHD2OR15-2B,rs71396208
IGHD1OR15-1B,rs71396208
OR11J5P,rs71396208
KIAA0125P2,rs71396208
RP11-810K23.6,rs71396208
RP11-854K16.2,rs71396208
RN7SL400P,rs71396208
RP11-854K16.3,rs71396208
BMS1P16,rs71396208
PLK1S1,rs71435594
RP4-777D9.2,rs71435594
ZNF877P,rs71435594
RP11-227D2.3,rs71435594
RN7SKP140,rs71435594
RP5-984P4.1,rs71435594
GSTM3P1,rs71435594
NKX2-2-AS1,rs71435594
RP5-984P4.4,rs71435594
XRN2,rs71435594
NKX2-4,rs71435594
NKX2-2,rs71435594
PLK1S1,rs71435601
RP4-777D9.2,rs71435601
ZNF877P,rs71435601
RP11-227D2.3,rs71435601
RN7SKP140,rs71435601
RP5-984P4.1,rs71435601
GSTM3P1,rs71435601
NKX2-2-AS1,rs71435601
RP5-984P4.4,rs71435601
XRN2,rs71435601
NKX2-4,rs71435601
NKX2-2,rs71435601
SMARCE1P5,rs714948
LINC00407,rs714948
TSC22D1,rs714948
DNM1P33,rs717587
RN7SL429P,rs717587
RP11-247C2.1,rs717587
RP11-665J16.1,rs717587
RP11-60L3.1,rs717587
RP11-60L3.2,rs717587
CTD-2311M21.2,rs717587
CTD-2311M21.3,rs717587
STOML1,rs717587
PML,rs717587
GOLGA6A,rs717587
ISLR2,rs717587
RP11-247C2.2,rs717587
ISLR,rs717587
STRA6,rs717587
CCDC33,rs717587
H3F3BP1,rs7186207
RPL21P109,rs7186207
DACH1,rs7186207
H3F3BP1,rs7195958
RPL21P109,rs7195958
DACH1,rs7195958
NR2E3,rs7197453
CTD-2524L6.3,rs7197453
RNA5SP399,rs7197453
RP11-390D11.1,rs7197453
RNU2-65P,rs7197453
AC022872.1,rs7197453
THSD4,rs7197453
MYO9A,rs7197453
SOGA2P1,rs7197967
LINC00348,rs7197967
RABEPKP1,rs7197967
DACH1,rs7197967
SOGA2P1,rs7204708
LINC00348,rs7204708
RABEPKP1,rs7204708
DACH1,rs7204708
RP11-27G24.1,rs7205804
RP11-27G24.3,rs7205804
RAX,rs7205804
CPLX4,rs7205804
LMAN1,rs7205804
LINC00407,rs7225700
LINC00330,rs7225700
RP11-321C24.1,rs7225700
RN7SL49P,rs7225700
RN7SKP3,rs7225700
RNU6-69P,rs7225700
RP11-290D2.5,rs7225700
NUFIP1,rs7225700
GPALPP1,rs7225700
GTF2F2,rs7225700
KCTD4,rs7225700
CHODL,rs7245983
TMPRSS15,rs7245983
CHODL-AS1,rs7245983
RPL37P3,rs7245983
AP000998.2,rs7245983
CHODL,rs7250368
TMPRSS15,rs7250368
CHODL-AS1,rs7250368
RPL37P3,rs7250368
AP000998.2,rs7250368
LINC01071,rs7250401
RP11-71C5.2,rs7250401
SERP2,rs7250401
TSC22D1,rs7250401
LINC01071,rs7250536
RP11-71C5.2,rs7250536
SERP2,rs7250536
TSC22D1,rs7250536
SNORA81,rs7250658
ABHD3,rs7250658
MIB1,rs7250658
RP11-595B24.2,rs7250658
GATA6,rs7250658
AC091038.1,rs7250658
RN7SL233P,rs7250658
MIR1-2,rs7250658
RP11-268I9.1,rs7250658
RP11-268I9.3,rs7250658
RNU6-1038P,rs7250658
RP11-268I9.4,rs7250658
RNA5SP451,rs7250658
RP11-595B24.1,rs7250658
AC091043.1,rs7250658
RNU6ATAC20P,rs7250658
GATA6-AS1,rs7250658
RP11-627G18.2,rs7250658
RNU6-702P,rs7250658
RP11-627G18.1,rs7250658
RP11-627G18.4,rs7250658
TUBA3C,rs7250893
RP11-408E5.4,rs7250893
LINC00418,rs7250893
GXYLT1P1,rs7250893
CYP4F34P,rs7250893
SNX18P26,rs7250893
LINC00328-2P,rs7250893
ANKRD20A9P,rs7250893
RHOT1P3,rs7250893
RP11-38M15.11,rs7250893
RNU6-55P,rs7250893
RNU6-76P,rs7250893
SNX19P2,rs7250893
LINC00408,rs7250893
RP11-442J17.3,rs7250893
PHF2P2,rs7250893
LINC00442,rs7250893
USP24P1,rs7250893
GTF2IP3,rs7250893
RP11-301J16.7,rs7250893
RNA5SP24,rs7250893
CENPIP1,rs7250893
RNU6-52P,rs7250893
RP11-408E5.6,rs7250893
SMPD4P2,rs7250893
PSPC1P1,rs7250893
RP11-408E5.5,rs7250893
CTD-2651B20.7,rs7251736
CTD-2651B20.6,rs7251736
CTD-2651B20.3,rs7251736
CTD-2651B20.5,rs7251736
CTD-2651B20.4,rs7251736
RNU6-953P,rs7251736
RP11-519G16.5,rs7251736
MIR147B,rs7251736
RNU7-5P,rs7251736
RP11-519G16.3,rs7251736
HMGN2P46,rs7251736
SHF,rs7251736
SLC28A2,rs7251736
GATM,rs7251736
SPATA5L1,rs7251736
C15orf48,rs7251736
TUBA3C,rs7252888
RP11-408E5.4,rs7252888
LINC00418,rs7252888
GXYLT1P1,rs7252888
CYP4F34P,rs7252888
SNX18P26,rs7252888
LINC00328-2P,rs7252888
ANKRD20A9P,rs7252888
RHOT1P3,rs7252888
RP11-38M15.11,rs7252888
RNU6-55P,rs7252888
RNU6-76P,rs7252888
SNX19P2,rs7252888
LINC00408,rs7252888
RP11-442J17.3,rs7252888
PHF2P2,rs7252888
LINC00442,rs7252888
USP24P1,rs7252888
GTF2IP3,rs7252888
RP11-301J16.7,rs7252888
RNA5SP24,rs7252888
CENPIP1,rs7252888
RNU6-52P,rs7252888
RP11-408E5.6,rs7252888
SMPD4P2,rs7252888
PSPC1P1,rs7252888
RP11-408E5.5,rs7252888
CHODL,rs7252981
TMPRSS15,rs7252981
CHODL-AS1,rs7252981
RPL37P3,rs7252981
AP000998.2,rs7252981
IMP3P1,rs7254425
RP11-109M17.2,rs7254425
RP11-109M17.1,rs7254425
SMARCE1P5,rs7254776
LINC00407,rs7254776
TSC22D1,rs7254776
RP11-380M21.2,rs7254892
RP11-380M21.4,rs7254892
SMAD2,rs7254892
SMARCE1P5,rs7255066
LINC00407,rs7255066
TSC22D1,rs7255066
RP11-718O11.1,rs7255743
RP11-96O20.4,rs7255743
SQRDL,rs7255743
PIEZO2,rs7258189
CTD-2014N11.3,rs7259004
RNU1-78P,rs7259004
RP11-109D20.1,rs7259004
RP11-109D20.2,rs7259004
CTD-2651B20.1,rs7259004
RP11-519G16.2,rs7259004
CTD-2651B20.2,rs7259004
SORD,rs7259004
DUOX2,rs7259004
DUOXA2,rs7259004
DUOXA1,rs7259004
DUOX1,rs7259004
SHF,rs7259004
SLC28A2,rs7259004
AP001425.14,rs7262080
DSCR10,rs7262080
AP001434.2,rs7262080
SPATA20P1,rs7262080
AP001422.3,rs7262080
SNRPGP13,rs7262080
KCNJ15,rs7262080
ERG,rs7262080
AC139085.2,rs72633965
RNU6-346P,rs72633965
RPL26P35,rs72633965
RP11-162A12.3,rs72633965
RP11-862L9.3,rs72633965
RP11-751H17.1,rs72633965
RP11-176N18.2,rs72633965
RP11-162A12.2,rs72633965
ZNF236,rs72633965
MBP,rs72633965
GALR1,rs72633965
LINC00402,rs72633967
RNY1P5,rs72633967
RPL21P108,rs72633967
LINC00381,rs72633967
LINC00347,rs72633967
KLF12,rs72633967
AL355390.1,rs72633967
RP11-665J16.1,rs72633969
RP11-60L3.2,rs72633969
CTD-2311M21.2,rs72633969
CTD-2311M21.3,rs72633969
UBL7-AS1,rs72633969
RP11-10O17.1,rs72633969
RP11-10O17.3,rs72633969
CTD-3154N5.1,rs72633969
RP11-414J4.2,rs72633969
STRA6,rs72633969
CCDC33,rs72633969
CYP11A1,rs72633969
SEMA7A,rs72633969
UBL7,rs72633969
ARID3B,rs72633969
CLK3,rs72633969
EDC3,rs72633969
CYP1A1,rs72633969
CYP1A2,rs72633969
CSK,rs72633969
LMAN1L,rs72633969
CPLX3,rs72633969
RP11-665J16.1,rs72633971
RP11-60L3.2,rs72633971
CTD-2311M21.2,rs72633971
CTD-2311M21.3,rs72633971
UBL7-AS1,rs72633971
RP11-10O17.1,rs72633971
RP11-10O17.3,rs72633971
CTD-3154N5.1,rs72633971
RP11-414J4.2,rs72633971
STRA6,rs72633971
CCDC33,rs72633971
CYP11A1,rs72633971
SEMA7A,rs72633971
UBL7,rs72633971
ARID3B,rs72633971
CLK3,rs72633971
EDC3,rs72633971
CYP1A1,rs72633971
CYP1A2,rs72633971
CSK,rs72633971
LMAN1L,rs72633971
CPLX3,rs72633971
RP11-665J16.1,rs72633972
RP11-60L3.2,rs72633972
CTD-2311M21.2,rs72633972
CTD-2311M21.3,rs72633972
UBL7-AS1,rs72633972
RP11-10O17.1,rs72633972
RP11-10O17.3,rs72633972
CTD-3154N5.1,rs72633972
RP11-414J4.2,rs72633972
STRA6,rs72633972
CCDC33,rs72633972
CYP11A1,rs72633972
SEMA7A,rs72633972
UBL7,rs72633972
ARID3B,rs72633972
CLK3,rs72633972
EDC3,rs72633972
CYP1A1,rs72633972
CYP1A2,rs72633972
CSK,rs72633972
LMAN1L,rs72633972
CPLX3,rs72633972
AC139085.2,rs72633975
RNU6-346P,rs72633975
RPL26P35,rs72633975
RP11-162A12.3,rs72633975
RP11-862L9.3,rs72633975
RP11-751H17.1,rs72633975
RP11-176N18.2,rs72633975
RP11-162A12.2,rs72633975
ZNF236,rs72633975
MBP,rs72633975
GALR1,rs72633975
AL138751.1,rs72633976
HSPB1P1,rs72633976
BTF3P4,rs72633976
RP11-63P12.7,rs72633976
RP11-63P12.2,rs72633976
RNA5SP285,rs72633976
RP11-63P12.6,rs72633976
RP11-217F16.1,rs72633976
RP11-313E4.1,rs72633976
ABHD17B,rs72633976
C9orf85,rs72633976
C9orf57,rs72633976
GDA,rs72633976
ZFAND5,rs72633976
TMC1,rs72633976
MYO16-AS2,rs72646560
MYO16-AS1,rs72646560
LINC00370,rs72646560
LINC01067,rs72646560
LINC00399,rs72646560
MYO16,rs72646560
UBE3A,rs72660967
ATP10A,rs72660967
SNHG14,rs72660967
SNORD115-39,rs72660967
SNORD115-40,rs72660967
SNORD115-41,rs72660967
SNORD115-42,rs72660967
SNORD115-43,rs72660967
SNORD115-44,rs72660967
SNORD115-45,rs72660967
SNORD115-47,rs72660967
SNORD115-48,rs72660967
SNORD109B,rs72660967
RP13-487P22.1,rs72660967
AC124997.1,rs72660967
AC023449.2,rs72660967
RNA5SP390,rs72660967
MYO16-AS2,rs72703203
MYO16-AS1,rs72703203
LINC00370,rs72703203
MYO16,rs72703203
MYO16-AS2,rs72703204
MYO16-AS1,rs72703204
LINC00370,rs72703204
MYO16,rs72703204
MYO16-AS2,rs72703210
MYO16-AS1,rs72703210
LINC00370,rs72703210
MYO16,rs72703210
CRYL1,rs72780134
IFT88,rs72780134
IL17D,rs72780134
N6AMT2,rs72780134
MIR4499,rs72780134
SLC35E1P1,rs72780134
RNU2-7P,rs72780134
AL161772.1,rs72780134
AL512652.1,rs72780134
IFT88,rs72782173
IL17D,rs72782173
N6AMT2,rs72782173
XPO4,rs72782173
AL161772.1,rs72782173
AL512652.1,rs72782173
RANP8,rs72782173
RPSAP54,rs72782173
RP11-27G24.1,rs72786786
RAX,rs72786786
CPLX4,rs72786786
LMAN1,rs72786786
RP3-453C12.8,rs72875462
RP3-461P17.10,rs72875462
RP3-461P17.9,rs72875462
RPL5P2,rs72875462
SDC4,rs72875462
SYS1-DBNDD2,rs72875462
TP53TG5,rs72875462
DBNDD2,rs72875462
PIGT,rs72875462
AL031663.2,rs72875462
AL031663.1,rs72875462
WFDC2,rs72875462
SPINT3,rs72875462
IGHD5OR15-5B,rs72902576
IGHD4OR15-4B,rs72902576
IGHD3OR15-3B,rs72902576
IGHD2OR15-2B,rs72902576
IGHD1OR15-1B,rs72902576
OR11J5P,rs72902576
KIAA0125P2,rs72902576
RP11-810K23.6,rs72902576
RP11-854K16.2,rs72902576
RN7SL400P,rs72902576
RP11-854K16.3,rs72902576
BMS1P16,rs72902576
NPC1,rs72902579
ANKRD29,rs72902579
LAMA3,rs72902579
RPS10P27,rs72902579
RPL23AP77,rs72902579
AC010754.1,rs72902579
IGHD5OR15-5B,rs72902590
IGHD4OR15-4B,rs72902590
IGHD3OR15-3B,rs72902590
IGHD2OR15-2B,rs72902590
IGHD1OR15-1B,rs72902590
OR11J5P,rs72902590
KIAA0125P2,rs72902590
RP11-810K23.6,rs72902590
RP11-854K16.2,rs72902590
RN7SL400P,rs72902590
RP11-854K16.3,rs72902590
BMS1P16,rs72902590
ARHGEF7-AS2,rs7297760
ARHGEF7-IT1,rs7297760
ARHGEF7-AS1,rs7297760
RP11-65D24.1,rs7297760
LINC00354,rs7297760
AL136302.1,rs7297760
SNORD44,rs7297760
RP11-450H6.3,rs7297760
LINC00404,rs7297760
LINC00403,rs7297760
LINC01070,rs7297760
LINC01043,rs7297760
LINC01044,rs7297760
ARHGEF7,rs7297760
TEX29,rs7297760
RP11-65D24.2,rs7297760
SOX1,rs7297760
SPACA7,rs7297760
SNORA81,rs72999033
ABHD3,rs72999033
MIB1,rs72999033
RP11-595B24.2,rs72999033
GATA6,rs72999033
AC091038.1,rs72999033
RN7SL233P,rs72999033
MIR1-2,rs72999033
RP11-268I9.1,rs72999033
RP11-268I9.3,rs72999033
RNU6-1038P,rs72999033
RP11-268I9.4,rs72999033
RNA5SP451,rs72999033
RP11-595B24.1,rs72999033
AC091043.1,rs72999033
RNU6ATAC20P,rs72999033
GATA6-AS1,rs72999033
RP11-627G18.2,rs72999033
RNU6-702P,rs72999033
RP11-627G18.1,rs72999033
RP11-627G18.4,rs72999033
SNORA81,rs73002956
ABHD3,rs73002956
MIB1,rs73002956
RP11-595B24.2,rs73002956
GATA6,rs73002956
AC091038.1,rs73002956
RN7SL233P,rs73002956
MIR1-2,rs73002956
RP11-268I9.1,rs73002956
RP11-268I9.3,rs73002956
RNU6-1038P,rs73002956
RP11-268I9.4,rs73002956
RNA5SP451,rs73002956
RP11-595B24.1,rs73002956
AC091043.1,rs73002956
RNU6ATAC20P,rs73002956
GATA6-AS1,rs73002956
RP11-627G18.2,rs73002956
RNU6-702P,rs73002956
RP11-627G18.1,rs73002956
RP11-627G18.4,rs73002956
SNORA81,rs73002960
ABHD3,rs73002960
MIB1,rs73002960
RP11-595B24.2,rs73002960
GATA6,rs73002960
AC091038.1,rs73002960
RN7SL233P,rs73002960
MIR1-2,rs73002960
RP11-268I9.1,rs73002960
RP11-268I9.3,rs73002960
RNU6-1038P,rs73002960
RP11-268I9.4,rs73002960
RNA5SP451,rs73002960
RP11-595B24.1,rs73002960
AC091043.1,rs73002960
RNU6ATAC20P,rs73002960
GATA6-AS1,rs73002960
RP11-627G18.2,rs73002960
RNU6-702P,rs73002960
RP11-627G18.1,rs73002960
RP11-627G18.4,rs73002960
CHODL,rs73004926
TMPRSS15,rs73004926
CHODL-AS1,rs73004926
RPL37P3,rs73004926
AP000998.2,rs73004926
CHODL,rs73004933
TMPRSS15,rs73004933
CHODL-AS1,rs73004933
RPL37P3,rs73004933
AP000998.2,rs73004933
CHODL,rs73004951
TMPRSS15,rs73004951
CHODL-AS1,rs73004951
RPL37P3,rs73004951
AP000998.2,rs73004951
CHODL,rs73004962
TMPRSS15,rs73004962
CHODL-AS1,rs73004962
RPL37P3,rs73004962
AP000998.2,rs73004962
CHODL,rs73004966
TMPRSS15,rs73004966
CHODL-AS1,rs73004966
RPL37P3,rs73004966
AP000998.2,rs73004966
CHODL,rs73004967
TMPRSS15,rs73004967
CHODL-AS1,rs73004967
RPL37P3,rs73004967
AP000998.2,rs73004967
TUBA3C,rs73004975
RP11-408E5.4,rs73004975
LINC00418,rs73004975
GXYLT1P1,rs73004975
CYP4F34P,rs73004975
SNX18P26,rs73004975
LINC00328-2P,rs73004975
ANKRD20A9P,rs73004975
RHOT1P3,rs73004975
RP11-38M15.11,rs73004975
RNU6-55P,rs73004975
RNU6-76P,rs73004975
SNX19P2,rs73004975
LINC00408,rs73004975
RP11-442J17.3,rs73004975
PHF2P2,rs73004975
LINC00442,rs73004975
USP24P1,rs73004975
GTF2IP3,rs73004975
RP11-301J16.7,rs73004975
RNA5SP24,rs73004975
CENPIP1,rs73004975
RNU6-52P,rs73004975
RP11-408E5.6,rs73004975
SMPD4P2,rs73004975
PSPC1P1,rs73004975
RP11-408E5.5,rs73004975
PIEZO2,rs73015007
BAGE2,rs73015011
VN1R7P,rs73015011
AP003900.6,rs73015011
EIF3FP1,rs73015011
PIEZO2,rs73015030
RP11-93H10.1,rs73015030
RP11-718O11.1,rs73042383
RP11-315O8.1,rs73042383
RP11-718O11.1,rs73045960
RP11-315O8.1,rs73045960
AC073940.1,rs73107473
AC090519.2,rs73107473
AC090519.7,rs73107473
AC090519.6,rs73107473
AC090519.1,rs73107473
AC090519.5,rs73107473
AC090519.4,rs73107473
AC090519.3,rs73107473
RP11-616K22.1,rs73107473
FRMD5,rs73107473
CASC4,rs73107473
ARHGEF7-AS2,rs7314282
ARHGEF7-IT1,rs7314282
ARHGEF7-AS1,rs7314282
RP11-65D24.1,rs7314282
LINC00354,rs7314282
AL136302.1,rs7314282
SNORD44,rs7314282
RP11-450H6.3,rs7314282
LINC00404,rs7314282
LINC00403,rs7314282
LINC01070,rs7314282
LINC01043,rs7314282
LINC01044,rs7314282
ARHGEF7,rs7314282
TEX29,rs7314282
RP11-65D24.2,rs7314282
SOX1,rs7314282
SPACA7,rs7314282
RP11-475I24.6,rs732797
ATP5A1P6,rs732797
AL162415.4,rs732797
AL162415.2,rs732797
AL162415.1,rs732797
RP11-160N1.9,rs732797
RP11-160N1.10,rs732797
RP11-718O11.1,rs732841
RP11-315O8.1,rs732841
RP11-37E23.5,rs7330025
IFIT1P1,rs7330025
RP11-298P3.4,rs7330025
ATP8A2P2,rs7330025
FRY,rs7330025
ZAR1L,rs7330025
BRCA2,rs7330025
N4BP2L1,rs7330025
N4BP2L2,rs7330025
TUBA3C,rs735273
RP11-408E5.4,rs735273
LINC00418,rs735273
GXYLT1P1,rs735273
CYP4F34P,rs735273
SNX18P26,rs735273
LINC00328-2P,rs735273
ANKRD20A9P,rs735273
RHOT1P3,rs735273
RP11-38M15.11,rs735273
RNU6-55P,rs735273
RNU6-76P,rs735273
SNX19P2,rs735273
LINC00408,rs735273
RP11-442J17.3,rs735273
PHF2P2,rs735273
LINC00442,rs735273
USP24P1,rs735273
GTF2IP3,rs735273
RP11-301J16.7,rs735273
RNA5SP24,rs735273
CENPIP1,rs735273
RNU6-52P,rs735273
RP11-408E5.6,rs735273
SMPD4P2,rs735273
PSPC1P1,rs735273
RP11-408E5.5,rs735273
PLCB4,rs7357361
AP001053.11,rs7359852
MYL6P1,rs7359852
RNU6-859P,rs7359852
AGPAT3,rs7359852
TRAPPC10,rs7359852
LAMA3,rs7369047
TTC39C,rs7369047
AC010754.1,rs7369047
RP11-403A21.1,rs7369047
RP11-403A21.2,rs7369047
RP11-380M21.2,rs7412
RP11-380M21.4,rs7412
SMAD2,rs7412
ARHGEF7-AS2,rs741334
ARHGEF7-IT1,rs741334
ARHGEF7-AS1,rs741334
RP11-65D24.1,rs741334
LINC00354,rs741334
AL136302.1,rs741334
SNORD44,rs741334
RP11-450H6.3,rs741334
LINC00404,rs741334
LINC00403,rs741334
LINC01070,rs741334
LINC01043,rs741334
LINC01044,rs741334
ARHGEF7,rs741334
TEX29,rs741334
RP11-65D24.2,rs741334
SOX1,rs741334
SPACA7,rs741334
AP001427.1,rs742748
KCNJ6,rs742748
DSCR4,rs742748
NDUFV2,rs7464067
ANKRD12,rs7464067
TWSG1,rs7464067
RP11-21J18.1,rs7464067
RP11-143J12.3,rs7464067
RP11-143J12.2,rs7464067
RP11-888D10.4,rs7464067
LINC01074,rs746735
LINC00459,rs746735
RPL32P28,rs746735
SQSTM1P1,rs746735
LINC00448,rs746735
MYO16-AS2,rs749056
MYO16-AS1,rs749056
LINC00370,rs749056
LINC01067,rs749056
LINC00399,rs749056
MYO16,rs749056
RP11-27G24.1,rs7499892
RP11-27G24.3,rs7499892
RAX,rs7499892
CPLX4,rs7499892
LMAN1,rs7499892
MIR5007,rs7511855
MYO16-AS2,rs7515901
MYO16-AS1,rs7515901
LINC00370,rs7515901
MYO16,rs7515901
MYO16-AS2,rs7518013
MYO16-AS1,rs7518013
LINC00370,rs7518013
LINC01067,rs7518013
LINC00399,rs7518013
MYO16,rs7518013
AC007948.1,rs7518497
RP11-453M23.1,rs7518497
RP11-775G23.1,rs7518497
LINC01074,rs7520810
LINC00459,rs7520810
RPL32P28,rs7520810
SQSTM1P1,rs7520810
LINC00448,rs7520810
H3F3BP1,rs752434
RPL21P109,rs752434
DACH1,rs752434
MYO16-AS2,rs7528419
MYO16-AS1,rs7528419
LINC00370,rs7528419
MYO16,rs7528419
ENOX1-AS2,rs75331444
ENOX1-AS1,rs75331444
ENOX1,rs75331444
AP001425.14,rs753381
DSCR10,rs753381
AP001434.2,rs753381
SPATA20P1,rs753381
AP001422.3,rs753381
SNRPGP13,rs753381
KCNJ15,rs753381
ERG,rs753381
AC007948.1,rs7534572
RP11-453M23.1,rs7534572
RP11-775G23.1,rs7534572
MIR5007,rs7536204
AC007948.1,rs7539035
RP11-453M23.1,rs7539035
RP11-775G23.1,rs7539035
TPTE2P1,rs7541095
SLC25A15P3,rs7541095
RPL34P27,rs7541095
AL359757.1,rs7541095
AMER2-AS1,rs7541095
LINC01053,rs7541095
LINC01076,rs7541095
RPL23AP69,rs7541095
AL590787.1,rs7541095
RP11-271M24.2,rs7541095
TCEB2P1,rs7541095
CENPJ,rs7541095
PABPC3,rs7541095
AMER2,rs7541095
MTMR6,rs7541095
